,20140101_N,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,class
3327,613.533,7741.73,7344.94,7540.4,1620.48,7400.56,1889.82,7596.6,6787.14,2982.88,7458.05,7145.97,452.967,1479.79,2358.68,7741.73,1724.06,534.9830000000001,5480.43,1513.53,6598.11,3839.46,5770.1,6415.32,811.0989999999999,5258.19,6769.9,6672.82,forest
8555,3743.0,7735.43,2278.32,3353.48,316.151,594.8330000000001,515.008,6261.47,7349.07,3041.64,1233.62,4477.66,558.55,2191.15,3274.96,1002.68,1073.84,1050.94,3920.64,3331.09,1073.13,2606.72,3059.85,483.912,796.1239999999999,465.94,7735.43,667.697,farm
9935,1627.43,5386.67,4436.78,4547.05,3689.95,3854.29,4266.23,4169.65,3915.24,3552.76,4443.23,4077.08,4797.72,5140.09,4239.56,1720.21,5022.57,712.063,2820.65,5386.67,4699.12,4491.57,3256.34,2153.92,3911.86,2389.21,4814.1,1882.24,impervious
4985,667.4780000000001,7719.89,882.427,7022.1,2180.8,4674.86,381.079,7545.44,3219.74,1707.7,3099.99,7719.89,3691.05,994.8689999999999,1586.13,721.916,436.39099999999996,4047.84,1635.57,4918.01,1162.16,802.565,6620.62,306.978,1227.97,811.092,6945.65,1500.88,forest
4376,2332.27,7668.83,5665.72,976.048,592.067,4146.93,6662.25,2942.4,577.003,1660.44,530.165,7668.83,906.565,752.498,806.5930000000001,967.5939999999999,289.099,3766.91,612.543,2743.3,1046.71,7108.55,922.077,363.27,2976.8,418.756,7052.58,646.97,forest
4473,7934.19,8118.4,7179.18,7860.17,611.4209999999999,7822.38,1072.0,5416.32,1316.4,8118.4,6586.85,7612.19,973.05,1292.65,515.257,768.174,746.0989999999999,2392.49,1366.66,5739.1,950.997,1004.1,4710.73,517.299,3769.61,4508.72,7193.58,1294.32,forest
1077,626.1759999999999,7998.07,7403.82,4899.9,7998.07,7462.94,7558.27,7751.54,1591.53,7693.72,7475.35,7379.47,1234.1,4102.15,4398.61,3508.83,3844.18,640.363,1204.48,6635.13,225.42700000000002,3478.35,435.42,2095.92,3394.31,519.2719999999999,7456.17,7452.65,forest
2949,597.7330000000001,7928.66,7708.29,7370.36,7167.3,6519.76,6535.64,7044.63,586.548,4454.44,4642.43,5141.24,5421.57,6212.67,7439.87,1436.04,2434.69,710.199,4727.85,7928.66,6246.06,2145.78,5066.57,4340.94,6792.6,3996.83,7148.48,5194.25,forest
5020,1326.42,8096.54,6662.58,2400.27,1149.55,7013.61,2271.17,3022.43,1114.34,998.408,3483.22,6630.9,1224.03,1430.73,508.415,748.696,466.94800000000004,3870.99,754.245,7894.2,1180.35,8096.54,7200.51,411.57800000000003,6598.41,859.1519999999999,7176.63,1071.12,forest
7146,5282.11,7536.8,5594.83,5968.04,6544.55,1582.59,383.874,523.511,4577.38,3201.35,7498.32,7348.68,4831.36,373.36199999999997,4346.49,1242.61,3768.1,2742.06,4934.52,7536.8,753.0269999999999,6954.0,535.738,451.47,462.341,3290.08,6418.94,3658.05,forest
673,626.286,8170.64,5334.67,5351.09,8170.64,5199.43,7351.68,7513.11,4877.5,6622.64,7662.25,6825.89,6005.02,8087.35,1830.88,1575.04,6305.76,900.9739999999999,2966.08,7927.0,4462.33,3303.97,605.0980000000001,5788.76,1828.81,935.183,7328.52,2739.34,forest
5208,4210.3,5099.48,3453.96,3517.89,931.548,3941.39,3015.08,2788.31,3960.4,5050.52,854.76,3437.56,5099.48,588.193,1159.05,1046.19,281.225,3376.37,699.393,4021.49,2922.01,569.13,1190.61,401.139,4205.48,745.2289999999999,4394.77,812.755,forest
6468,471.10699999999997,8160.4,7752.52,1690.45,6255.75,8160.4,382.01300000000003,400.02,350.51800000000003,2912.88,1393.64,1508.41,564.5459999999999,2147.28,326.126,932.7139999999999,434.597,1933.46,2200.18,7672.09,1528.23,957.6560000000001,3035.69,331.37300000000005,4685.24,321.04900000000004,7425.51,474.587,forest
3746,1052.49,7612.31,7612.31,3958.79,7032.23,7421.48,547.632,4789.69,6581.12,570.341,1813.49,6383.81,2738.44,920.2080000000001,1350.32,2318.97,1271.48,2223.49,4451.56,4396.12,6787.68,884.105,924.3380000000001,2234.7,626.854,1009.99,6197.94,442.49,forest
4325,8140.89,8266.73,7708.04,8017.34,8113.03,7626.42,7775.99,7541.37,7373.92,5971.56,3495.5,7031.67,7155.64,8266.73,5922.31,1553.14,4799.2,1179.22,1828.14,7531.12,3952.61,1818.25,476.45599999999996,7784.94,410.534,2015.88,8002.4,4612.64,forest
2504,726.96,8270.58,7657.2,8165.59,8115.88,7537.56,7558.59,7727.3,564.623,7954.18,7552.67,7052.34,1981.44,8134.17,7294.45,1985.96,7513.6,550.935,3745.35,8270.58,7402.92,1781.88,2737.95,7561.83,6132.94,1672.23,7696.34,1473.69,forest
1661,706.056,8183.1,4806.21,7863.13,7862.21,7615.5,7579.5,7860.25,7588.45,7962.12,7950.23,7829.6,545.305,7950.02,6832.02,8183.1,7553.4,710.8560000000001,5003.95,8032.69,3923.38,1304.7,6436.67,7399.65,1259.81,7483.36,7610.0,4669.15,forest
7088,3091.46,8206.97,6918.29,7685.46,8206.97,8168.17,208.899,7912.61,7563.76,2427.89,4779.08,4801.72,3864.49,1950.19,1691.19,1840.22,408.436,1649.41,3346.24,703.018,6654.02,651.305,7265.77,306.036,7812.02,4074.81,7303.65,496.917,forest
55,7646.45,7876.16,6829.53,7816.21,1075.52,801.2389999999999,6607.7,4811.39,1601.78,1413.92,1958.24,4994.43,1394.51,1658.93,5891.55,2971.77,459.837,1552.55,7084.67,4295.56,862.319,7876.16,6756.26,1234.13,1851.99,509.918,1395.46,618.768,forest
575,712.176,7852.02,7669.33,3734.59,3177.58,1086.75,383.778,2252.91,6640.57,7852.02,820.0419999999999,1006.76,451.435,716.477,503.481,2276.84,366.75699999999995,1281.74,2907.44,7562.7,6903.15,7130.66,345.99300000000005,1442.69,1395.77,355.869,2840.76,538.688,forest
5324,7044.44,7874.75,7874.75,3721.77,6307.1,7651.08,2170.67,7319.36,7102.89,7710.72,1961.59,7820.11,1836.14,642.5419999999999,344.366,882.0369999999999,393.087,3376.23,714.9889999999999,2683.79,1346.37,471.522,482.695,379.12300000000005,7141.83,1158.01,6720.08,725.182,forest
5200,613.122,8142.11,7576.11,7750.32,8142.11,8088.42,902.875,7928.87,931.6060000000001,7984.16,7671.64,8069.0,614.295,2777.5,925.554,1071.09,373.80800000000005,3289.36,1450.09,1120.64,5954.42,723.074,1850.15,521.245,7591.59,1014.37,7354.77,5480.39,forest
5397,5844.16,8159.41,7845.33,695.288,8159.41,8144.75,553.247,2013.75,1040.79,8015.13,1943.99,2609.7,393.709,3006.25,464.031,947.59,1658.74,1749.9,1161.0,909.204,1718.25,3974.81,7400.3,313.79900000000004,7185.92,836.9060000000001,7651.93,553.967,forest
1280,862.062,7229.71,2620.14,7229.71,5857.36,1601.27,3087.44,6626.61,2969.53,5526.59,7094.76,4296.97,931.455,512.674,1714.25,7186.22,7185.03,598.4119999999999,4904.63,4458.89,4888.26,3688.91,2325.53,5811.82,898.4689999999999,581.2669999999999,7062.87,2068.88,forest
3782,3548.69,7786.05,7786.05,1657.47,7471.53,7290.82,312.226,7094.39,828.03,638.83,6057.48,7138.55,4784.54,757.28,314.764,2538.45,1857.01,2576.86,4840.49,848.255,5995.76,2384.72,5464.44,2618.2,6464.89,314.625,6539.19,1113.67,forest
6876,444.798,7697.55,7455.64,431.18699999999995,1026.13,7697.55,299.06,618.804,348.408,6355.8,649.712,460.83,233.59,2492.35,301.737,971.992,380.63,1150.05,1324.59,1751.76,2729.96,1571.97,2131.22,263.418,521.368,324.318,7006.07,324.35,forest
4138,1797.56,7882.67,7525.39,7671.18,1638.74,7748.37,225.268,7831.92,5611.92,355.009,1173.09,7882.67,3208.05,2233.05,359.241,2002.97,3206.45,2122.82,4595.8,970.5060000000001,7185.17,1452.35,6279.4,1837.5,1920.06,317.462,7545.1,550.038,forest
530,448.902,8140.81,7740.65,5363.23,547.415,8140.81,401.789,3444.19,908.078,3282.8,4455.89,2708.78,363.282,1587.21,649.8,3355.34,2069.19,2487.16,6336.5,3821.53,2052.85,7917.86,6390.5,1829.38,173.215,320.871,1652.11,1014.25,forest
9510,5705.82,7380.83,5102.29,7366.82,5178.9,5280.58,4318.33,862.46,6818.34,7380.83,6142.66,4752.93,473.17400000000004,2770.79,511.897,1752.15,-89.6273,598.453,6448.12,6003.06,4900.12,5228.85,5146.02,2615.02,5751.79,1587.8,5893.49,479.167,farm
2311,6025.23,8053.6,1558.81,7198.65,7600.36,5907.23,6596.25,6754.52,2051.2,7158.41,7184.74,7346.37,2283.24,8053.6,1370.59,7568.12,6894.6,607.096,1645.92,7973.74,345.459,3113.13,3820.38,3173.95,6716.89,5475.51,7038.17,7063.88,forest
1596,3406.89,8512.49,7339.24,8100.44,6800.92,6767.69,6822.91,3059.66,543.5840000000001,7807.24,7906.32,7896.15,1435.79,8202.85,2212.82,8512.49,1305.31,664.545,3462.65,6975.41,5003.97,3051.38,2141.14,4613.68,1234.24,5228.64,6456.35,1559.01,forest
5154,4451.74,6874.05,3262.04,901.076,1545.67,6874.05,5590.35,1861.75,337.825,2107.02,3320.78,3522.86,443.721,3877.06,529.6469999999999,1183.7,399.81,3283.04,1670.37,3260.98,4833.31,4401.2,1348.01,397.12199999999996,2125.76,370.35,4431.0,4086.9,forest
1778,1156.49,7773.71,2199.56,7773.71,5347.0,2391.01,5120.81,7211.25,3226.91,2796.8,5310.76,5961.54,1119.73,1197.5,4476.13,7707.82,7060.89,471.043,890.664,5709.94,5630.3,4815.48,547.005,3260.19,1515.92,4164.15,7022.63,917.175,forest
9872,637.359,6025.31,4731.83,456.621,5052.62,4733.31,4955.29,5323.77,4030.19,5742.19,1958.15,4078.6,1585.87,6025.31,2988.3,1768.77,2171.05,2050.95,2743.5,4922.45,5066.89,4059.34,4277.91,4221.68,2265.56,359.325,4715.58,4763.58,farm
9723,397.569,7660.15,7660.15,7058.04,450.92,5296.89,4667.91,7326.52,6347.91,752.306,3244.68,2524.29,784.555,5135.69,1176.55,3040.55,6651.78,610.04,974.699,6099.16,4041.7,4896.13,311.457,415.592,1338.26,338.348,5137.9,2852.65,grass
8752,6790.38,7402.6,5615.18,4707.95,3622.39,1352.72,5607.25,4437.94,6224.44,5656.79,1378.59,7402.6,1068.88,1653.4,4278.96,1148.18,452.241,1199.74,6882.62,1785.76,2156.15,6763.95,5240.03,570.008,2745.35,541.0980000000001,1355.93,639.9730000000001,farm
3826,624.507,7932.55,7668.13,4854.46,1075.52,7932.55,336.277,7661.02,7105.12,4511.19,6226.59,5641.69,5986.36,525.724,387.61300000000006,1796.08,1027.38,1441.96,4033.45,1391.15,7066.8,4959.81,3367.92,1721.66,621.678,263.491,5979.44,5268.53,forest
10265,5582.8,7826.46,7194.21,4697.69,2478.74,4053.01,664.82,7590.8,6215.35,6915.11,7826.46,7735.1,1150.4,4990.95,4915.78,5309.73,2284.17,720.1460000000001,5130.12,5137.8,6151.21,6875.29,5854.53,1420.87,1326.08,816.051,7647.64,5575.43,grass
3464,8132.21,8145.62,3088.09,7843.56,8145.62,5083.48,525.948,1400.8,7587.59,8132.24,1802.5,7997.1,1896.81,4802.48,2837.5,1885.13,1064.97,1660.82,6858.45,3457.14,1367.28,6010.36,940.993,3404.6,7691.82,912.926,4366.69,1343.83,forest
2507,1019.02,8083.88,4688.15,6808.54,598.825,5426.2,1898.59,4792.12,7446.81,7948.53,3971.42,7924.21,594.078,643.143,7254.99,6758.73,7713.53,436.459,4590.06,8083.88,1037.75,3232.99,5233.95,7447.28,621.558,7750.14,7892.65,2406.47,forest
4632,426.501,8190.51,8013.37,1368.58,8190.51,3619.14,567.349,1101.63,4654.86,5764.78,919.827,4590.04,2962.36,961.7760000000001,428.652,475.965,1734.11,984.487,3348.07,3109.9,5247.45,7210.05,7336.43,444.434,371.536,910.73,4980.08,593.066,forest
7714,553.826,2035.01,1705.99,604.361,1778.55,1668.38,1644.46,1737.95,1670.26,1331.61,1738.03,370.54900000000004,1768.75,1711.61,367.81800000000004,993.607,1590.75,1482.72,693.923,1979.73,2035.01,1348.11,1526.27,325.35400000000004,616.648,349.85699999999997,1596.35,447.033,impervious
8170,646.245,2185.44,587.497,76.8822,106.598,260.721,1477.98,135.77100000000002,460.63,-35.3332,173.59400000000002,248.426,1520.0,71.0654,614.732,2185.44,230.708,930.6210000000001,1185.73,1539.08,1263.21,447.17199999999997,1154.73,1221.9,587.999,477.892,-117.41799999999999,457.091,impervious
2419,5413.14,8059.39,6503.44,8047.32,8059.39,7778.93,7701.59,7847.73,3455.12,5071.5,6856.46,7521.22,698.05,8034.25,6202.09,1831.42,1662.37,1594.25,1663.74,6194.93,3471.07,3711.03,396.769,2460.78,2132.32,6822.39,7593.54,6470.59,forest
9438,7687.53,7687.53,6112.81,6164.17,5803.51,2043.1,546.812,6774.83,5979.09,6803.65,390.626,7377.14,1246.19,3529.94,4418.17,858.288,1769.81,1183.12,5677.06,6221.87,5049.69,937.3739999999999,4778.44,1125.51,1007.02,1174.71,6086.14,810.947,farm
9474,1672.16,2630.9,1405.95,1298.21,491.056,1450.34,1357.66,1464.82,1849.13,1309.96,1238.48,1626.88,2630.9,1476.28,2020.52,2469.25,2178.47,883.748,2068.63,1384.9,2293.32,1094.83,1613.6,1819.31,1647.94,1972.71,1826.88,1022.2,impervious
2455,1362.69,8129.67,7760.17,8129.67,8093.46,7905.1,7753.62,7598.3,752.557,4941.18,7414.66,7374.02,1233.91,5341.45,4812.1,7420.97,1820.43,876.6080000000001,1259.59,7931.14,4188.62,4081.26,521.361,911.4069999999999,6080.51,4898.96,7598.07,6239.18,forest
7021,6975.51,7630.55,3218.7,7630.55,5926.1,6980.86,395.658,6780.53,6342.12,1962.56,4162.26,6608.85,4540.2,2789.08,3627.77,1252.34,2508.79,2342.83,4935.93,474.851,4514.39,590.431,6857.61,328.569,3538.86,6132.49,5831.33,1190.37,forest
7144,748.253,8529.19,8260.6,736.38,8529.19,6640.7,919.4860000000001,6988.22,1402.78,8446.71,700.811,430.24199999999996,474.406,608.797,563.025,518.571,897.5139999999999,1767.35,2250.67,6457.29,7636.77,7282.49,7544.49,475.07,1302.2,728.0310000000001,4312.22,1133.96,forest
2049,590.189,6519.14,4118.89,6388.36,417.29699999999997,3852.64,3660.6,4361.66,4008.27,4479.46,5423.3,6519.14,376.724,4287.4,5240.84,4515.07,1933.15,835.797,3283.97,4241.77,322.69599999999997,1442.77,3011.79,3805.41,3228.28,1480.67,4151.98,4577.36,forest
9844,1079.39,7088.27,4618.02,1621.71,172.354,964.1360000000001,4676.99,7088.27,7023.22,5375.11,3594.79,1925.82,422.871,2273.68,623.131,1293.9,371.985,1014.2,2717.31,1405.58,1450.99,2359.4,3206.89,800.828,2583.7,698.669,3186.06,482.72900000000004,farm
6316,910.913,7381.03,7221.49,6645.16,7381.03,1265.27,359.645,6812.6,5423.33,1627.84,722.523,463.037,1518.19,923.6510000000001,437.336,651.712,1930.47,1140.26,2609.29,3998.7,6890.98,3284.8,778.5989999999999,335.89300000000003,2847.47,506.48,7112.41,413.904,forest
10125,488.921,2556.14,2556.14,1649.45,1691.64,1278.31,1981.7,1538.32,1525.15,1719.12,1252.56,1715.82,670.413,1568.42,1627.37,1013.33,1773.49,625.224,1994.13,1974.69,1704.28,1871.54,1834.54,1559.35,1179.55,781.84,1472.58,771.3689999999999,impervious
2464,1000.74,8001.66,6385.9,6928.93,6692.24,5182.61,6046.08,6438.6,1685.27,3916.81,7130.26,7277.65,1702.9,8001.66,6784.88,7062.27,1096.05,3547.95,4263.94,7625.1,992.705,2865.28,903.191,4792.66,5707.07,1070.7,6868.6,2145.04,forest
5158,800.8839999999999,7562.95,7193.51,6233.19,5875.0,7562.95,485.337,7020.33,585.35,7023.7,6532.76,6997.09,941.932,1918.45,2749.68,981.211,546.3919999999999,3819.23,935.5089999999999,7407.96,6921.25,819.419,2606.92,382.959,5280.94,1143.57,5984.01,5656.6,forest
10025,2406.17,4445.85,3340.11,850.6469999999999,2172.65,2158.78,2064.85,2427.74,2654.32,2738.85,4137.46,4445.85,567.661,3817.85,1549.13,4302.19,978.553,1833.24,2166.83,3035.76,2586.94,2127.18,1099.69,1391.31,300.51099999999997,335.63199999999995,2627.44,3581.7,impervious
9443,4352.71,6289.43,6279.18,5187.1,2372.99,2186.52,566.891,5936.82,6289.43,2488.13,375.499,4472.63,764.555,4133.56,4123.89,678.426,1269.73,1190.68,5576.65,6231.9,3892.55,3047.82,4759.65,1097.22,2180.6,1117.58,4799.95,744.294,farm
10321,2905.48,7697.12,7020.75,7055.35,7128.43,7213.01,4798.5,7475.19,971.313,7481.91,7461.64,7368.33,1076.05,6559.27,5625.49,5637.92,1215.31,716.893,4194.5,902.7189999999999,571.198,5894.89,1560.88,2658.9,2475.71,746.9860000000001,7697.12,4542.87,grass
206,2331.32,3124.69,2961.92,2964.0,2206.27,2345.65,467.26300000000003,484.434,1159.37,2787.79,928.5980000000001,2080.84,547.133,2898.19,1627.34,-2.76249,1096.97,1549.38,3124.69,1885.96,3049.4,2477.64,1934.51,2133.33,633.864,509.51599999999996,1486.63,1913.8,water
4438,347.69199999999995,8004.88,7588.94,1281.97,3177.57,7986.91,292.85200000000003,1000.24,319.46,7715.48,855.563,320.62,316.284,1998.96,334.835,875.2489999999999,327.961,1369.59,1093.42,872.8610000000001,1858.25,8004.88,460.80699999999996,199.253,2159.56,283.301,7257.67,362.56,forest
1096,755.801,8161.2,2602.86,5403.85,8027.98,6776.4,4186.83,7626.6,4663.5,3848.78,7812.32,7882.89,1269.39,668.143,4937.43,8122.01,5760.78,412.99199999999996,962.7869999999999,8161.2,2632.28,4779.77,463.98699999999997,726.329,1982.57,7341.96,7689.25,1506.57,forest
5048,515.388,8157.94,7892.68,7147.42,968.953,8157.94,442.509,382.399,996.2330000000001,4927.22,2546.59,1709.32,454.32599999999996,2626.51,305.788,967.095,513.179,1743.75,1325.76,7816.76,2023.59,2258.36,1044.06,375.659,1295.06,319.251,7141.7,468.435,forest
3608,1278.68,8359.9,7566.93,6140.39,8359.9,6889.01,298.453,1087.61,918.206,3907.22,461.00199999999995,8318.99,1431.35,760.934,206.644,3273.72,5893.08,1898.67,5590.72,644.216,7551.49,1448.61,997.1510000000001,2230.45,2375.95,1397.49,7747.08,656.8380000000001,forest
10055,5718.57,7852.29,6187.11,580.024,3184.69,3420.6,3056.62,4508.3,4214.71,3317.3,4726.69,6617.21,653.31,3699.3,1046.33,6248.24,613.466,2027.84,1451.92,7852.29,5446.79,7497.35,1226.16,1183.03,406.964,326.262,6057.42,4392.66,impervious
7087,475.87300000000005,8082.25,7714.35,2228.06,5498.29,8082.25,386.598,5186.47,741.1339999999999,7889.9,1378.36,378.699,2579.22,745.553,364.702,622.939,1559.7,1494.78,2845.18,3467.07,6791.79,1071.78,1523.15,253.278,1144.85,528.87,6607.79,456.598,forest
1649,3891.23,8225.15,6762.63,8225.15,720.179,1154.78,1258.08,7935.2,3693.37,5194.24,7664.39,7021.5,918.842,3564.38,6696.46,8050.46,7249.31,551.962,5057.05,8116.29,6200.53,4824.95,5104.67,7580.06,913.903,5213.22,7725.61,993.9839999999999,forest
6735,329.589,8138.35,2316.72,451.531,4008.97,8138.35,267.914,637.461,514.96,5695.36,468.684,417.819,366.79900000000004,5586.79,288.999,948.6139999999999,366.19,1228.43,1339.26,763.545,6735.35,6318.17,6412.61,218.733,1253.37,307.764,6402.89,341.166,forest
4912,443.48699999999997,8162.51,7914.31,7187.3,8051.81,8162.51,296.14,2934.34,1304.17,2755.38,499.181,275.366,709.6060000000001,966.882,358.50800000000004,919.1460000000001,457.6,1162.84,2945.06,1184.6,7241.22,8090.0,7167.64,257.827,1083.75,464.449,7118.08,309.434,forest
4035,537.786,7900.44,6154.73,7778.27,7900.44,7868.9,393.051,2499.9,1804.48,2109.03,2876.97,7886.4,3540.6,1347.25,466.00199999999995,2632.91,7330.8,1827.64,1922.16,6162.1,6580.07,1940.41,1195.31,2056.17,7161.36,395.654,5588.6,1697.74,forest
620,629.5459999999999,7169.05,7033.14,1015.66,414.006,3487.71,308.857,937.6519999999999,2052.77,1014.94,879.826,944.811,348.68,530.805,430.001,1060.44,1238.61,1871.76,2162.78,696.066,5141.49,3556.31,451.13800000000003,945.811,629.611,317.367,7169.05,600.702,forest
6983,6375.7,7847.41,6514.4,7700.52,1525.81,7847.41,447.541,7015.37,2238.37,926.57,6089.79,5096.46,3918.89,852.796,2922.25,1120.1,1161.77,2369.63,1963.28,2907.81,4722.9,586.322,1137.77,403.92800000000005,1026.55,5825.3,5818.67,1178.0,forest
7858,1154.72,8052.65,2246.92,4331.6,4920.31,3990.66,1673.79,7094.77,7267.87,8052.65,1180.72,1275.76,2302.83,2461.02,441.324,4286.32,5905.13,807.275,2474.49,4884.04,5390.26,5366.33,4122.62,3079.67,2354.49,516.31,7693.16,1064.16,farm
8651,2054.19,5959.55,3369.13,2991.08,2887.86,3084.59,1079.93,5959.55,5624.42,4559.51,3605.7,2417.54,537.094,4415.68,4578.88,572.867,5565.94,2461.23,2486.11,3766.6,3843.52,4349.14,4647.16,5619.15,565.31,600.87,1990.52,1644.27,farm
5497,1404.63,7082.72,2691.47,357.07599999999996,4486.67,501.038,416.272,598.102,2391.75,617.8380000000001,1501.1,7082.72,1373.68,423.415,593.481,896.8389999999999,1132.7,3687.94,4294.28,3772.17,1614.36,1452.62,1627.55,405.595,791.8330000000001,739.693,6780.02,849.172,forest
10540,500.86400000000003,7579.58,6072.5,3803.14,3902.22,3897.43,3767.05,3985.77,4122.54,4240.23,5240.53,1260.64,334.30400000000003,6399.97,6024.96,7579.58,1249.01,974.3710000000001,2711.57,7340.16,5513.73,1538.24,3507.36,1099.8,461.336,406.031,4652.03,2774.98,impervious
4942,1592.39,7661.54,7661.54,3173.33,7569.96,1215.69,401.342,2045.19,5633.69,439.64300000000003,2567.35,7060.7,1374.84,427.24,1020.76,805.4889999999999,1467.23,4304.93,3099.27,6162.15,3541.39,1600.29,6913.96,468.165,1332.02,795.7260000000001,7236.93,1408.74,forest
6119,5040.36,8247.35,4451.74,7809.2,8247.35,3237.5,867.2130000000001,7881.53,731.291,7813.62,6360.88,7739.05,3444.35,638.941,3318.28,719.07,386.81699999999995,3844.3,1518.63,7758.46,718.48,641.531,2830.48,393.12800000000004,465.289,571.09,7329.22,1260.69,forest
4235,7215.32,7916.17,7916.17,7381.22,6036.04,4258.95,5875.11,6081.46,4578.8,4044.99,7112.57,7077.51,6942.57,7452.57,6871.29,2416.42,4888.36,915.928,1664.11,1402.58,5761.42,1819.77,1436.82,1919.46,525.4119999999999,6275.4,6480.92,6997.53,forest
7963,249.861,4209.15,1386.89,1951.98,666.7869999999999,1700.37,2101.23,2168.88,2503.58,3012.16,755.605,2460.62,571.639,1881.87,923.3489999999999,3175.27,4209.15,740.918,689.998,420.05699999999996,2179.02,2086.78,1627.8,437.98900000000003,514.1,446.595,3172.95,1437.2,impervious
1118,686.194,7974.91,2373.93,7654.78,7548.33,6853.86,7157.42,7563.18,5862.29,7488.28,7488.6,6520.57,533.622,7774.16,2130.77,7974.91,7244.33,508.03,4376.74,7872.14,6243.4,3567.98,6097.99,7322.21,1607.88,7063.78,7498.73,5342.52,forest
9151,605.025,7334.05,6618.48,3502.66,7097.02,7334.05,881.9010000000001,1121.22,1383.12,2843.82,1671.85,1404.77,2332.59,1257.82,724.71,1259.79,535.0319999999999,1832.88,1403.22,5662.59,6150.88,601.586,4780.02,662.335,6277.11,603.904,6069.11,3323.72,farm
9469,4307.09,7450.26,2510.03,4879.57,4559.33,3931.08,755.265,6759.65,3539.46,7450.26,479.119,3079.04,478.773,2217.68,2904.31,874.253,3100.1,1376.13,2695.36,3625.48,2323.42,4008.01,3351.78,633.023,1082.31,782.558,7269.76,817.326,farm
8277,4007.28,4086.08,3452.75,3036.57,2443.84,3304.28,1540.67,3926.7,3455.64,4086.08,2280.29,2865.47,703.696,2400.63,3649.15,578.84,282.5,825.44,3920.0,3787.18,3924.69,3520.37,3778.28,1151.95,3273.64,3396.35,3473.98,681.195,farm
4694,7830.04,7830.04,7439.59,7490.89,5272.09,7702.13,7514.31,7632.0,1925.61,7590.95,1538.54,7810.39,7631.47,1574.69,2131.12,1222.74,223.423,3972.91,767.7139999999999,2482.95,6788.94,7815.62,1527.48,278.914,7369.39,699.5319999999999,6927.79,1333.31,forest
2346,2115.63,7959.36,7572.48,7959.36,7687.9,6160.29,5715.99,5924.01,3816.37,6688.45,7299.55,2259.1,1332.38,7521.74,5193.86,981.3760000000001,7405.51,462.74300000000005,4365.57,5046.82,6165.32,3714.12,2667.03,4845.87,1037.01,1610.65,6064.12,1969.09,forest
7029,5521.89,8117.2,7999.39,7037.71,1701.83,6754.63,7008.35,7373.11,598.743,7886.78,5428.85,8117.2,5675.78,2785.72,520.88,1250.28,313.692,4104.57,782.512,5568.92,5720.23,318.97700000000003,2851.96,306.003,7080.2,458.786,7011.03,710.1619999999999,forest
