No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Huairou,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
22109,2015,9,8,4,31.0,2.0,5.0,600,36.0,16.5,1005.6,15.9,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.0
34742,2017,2,15,13,226.0,34.0,63.0,2000,94.0,6.7,1010.1,-6.3,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,226.0
26885,2016,3,25,4,18.0,2.0,18.0,200,42.0,4.3,1020.5,-10.6,0.0,1.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
3630,2013,7,30,5,39.0,3.0,16.0,700,12.0,22.5,989.5,22.5,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0
5766,2013,10,27,5,70.0,1.0,30.0,700,14.7798,1.9,1009.8,1.0,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.0
2916,2013,6,30,11,248.0,11.0,66.0,3000,2.0,24.1,995.5,24.1,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152.0
16479,2015,1,16,14,5.0,2.0,8.0,200,72.0,3.0,1022.0,-18.4,0.0,2.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
8029,2014,1,29,12,93.0,123.0,46.0,1500,34.0,2.5,1002.9,-8.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
18609,2015,4,15,8,99.0,5.0,30.0,700,36.0,14.1,991.6,4.1,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
11340,2014,6,16,11,181.0,11.0,36.0,1200,132.0,25.7,994.4,18.9,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158.0
17980,2015,3,20,3,200.0,2.0,16.0,700,46.0,6.4,1009.5,-12.2,0.0,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71.0
11142,2014,6,8,5,21.0,2.0,31.0,300,26.0,16.6,994.2,12.7,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
34141,2017,1,21,12,36.0,6.0,8.0,300,77.0,-1.775,1020.75,-24.7,0.0,7.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
29062,2016,6,23,21,27.0,2.0,11.0,500,83.0,20.8,995.1,18.2,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.0
14134,2014,10,10,21,280.0,3.0,47.0,3500,54.0,16.6,1012.3,15.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,280.0
9109,2014,3,15,12,150.0,40.0,40.0,900,73.0,18.5,1001.0,-10.5,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0
26526,2016,3,10,5,15.0,2.0,2.0,400,62.0,-5.0,1023.9,-20.3,0.0,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
26617,2016,3,14,0,93.0,13.0,53.0,1600,2.0,3.2,1015.5,-12.3,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
11155,2014,6,8,18,16.0,2.0,11.0,600,86.0,22.1,993.0,14.7,0.0,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
31273,2016,9,24,0,122.0,4.0,14.0,900,107.0,20.25,1003.75,17.6,7.5,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122.0
12175,2014,7,21,6,55.0,2.0,2.0,600,61.0,25.1,993.2,21.8,1.8,3.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0
18112,2015,3,25,15,186.0,50.0,67.0,1700,113.0,16.6,1019.7,-2.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,160.0
21684,2015,8,21,11,28.0,3.0,7.0,400,85.0,28.6,997.0,15.5,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
16038,2014,12,29,5,69.0,12.0,56.0,1600,2.0,-6.7,1023.0,-13.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46.0
32953,2016,12,3,0,73.0,3.0,41.0,1300,5.0,-2.7,1016.4,-6.2,0.0,1.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69.0
23485,2015,11,4,12,175.0,32.0,42.0,1300,70.0,13.9,1014.2,4.5,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,175.0
28174,2016,5,17,21,156.0,15.0,34.0,1000,170.0,23.4,1001.2,10.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58.0
18655,2015,4,17,6,83.0,2.0,16.0,300,40.0,6.3,1000.0,-2.3,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.0
27997,2016,5,10,12,39.0,2.0,10.0,400,100.0,25.8,1000.4,5.9,0.0,1.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.0
32882,2016,11,30,1,96.0,4.0,49.0,1700,2.0,1.9,1018.8,-1.2,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82.0
2123,2013,5,28,10,114.0,3.0,42.0,1100,13.0,19.9,997.8,19.4,0.2,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.0
11388,2014,6,18,11,41.0,2.0,15.0,700,121.0,28.3,994.0,17.5,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41.0
14155,2014,10,11,18,190.0,4.0,36.0,1800,70.0,18.8,1014.9,7.6,0.0,4.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,190.0
22705,2015,10,3,0,26.0,2.0,6.0,400,33.0,13.3,1005.9,8.1,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.0
18343,2015,4,4,6,57.0,3.0,32.0,900,51.0,7.9,1002.6,2.6,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57.0
17284,2015,2,19,3,505.0,75.0,35.0,1900,3.0,-2.0,1018.0,-10.3,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,383.0
28308,2016,5,23,11,129.0,16.0,29.0,1300,128.0,23.8,1001.1,9.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63.0
15058,2014,11,18,9,42.0,16.0,53.0,1000,8.0,3.1,1019.0,-7.4,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
7387,2014,1,2,18,196.0,68.0,110.0,3000,4.0,-0.6,1007.3,-7.4,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118.0
34134,2017,1,21,5,44.0,9.0,2.0,100,20.0,-12.3,1018.0,-18.5,0.0,2.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.0
21058,2015,7,26,9,120.0,2.0,25.0,1000,29.0,28.4,995.4,23.3,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120.0
23890,2015,11,21,9,49.0,2.0,33.0,3400,2.0,0.2,1022.6,-0.1,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
12438,2014,8,1,5,153.0,2.0,29.0,1400,37.0,24.7,998.3,22.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,153.0
25118,2016,1,11,13,8.0,2.0,5.0,300,52.0,-2.9,1026.2,-22.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0
20801,2015,7,15,16,54.0,7.0,6.0,700,167.0,29.9,996.5,17.4,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44.0
116,2013,3,5,19,233.0,61.0,150.0,2299,88.0,6.2,1005.5,-7.4,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
7040,2013,12,19,7,15.0,23.0,20.0,500,47.0,-10.7,1022.3,-16.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.0
26102,2016,2,21,13,104.0,25.0,33.0,1100,43.0,3.6,1017.2,-14.2,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.0
20631,2015,7,8,14,161.0,14.0,19.0,1300,248.0,30.7,1000.5,19.7,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161.0
3044,2013,7,5,19,62.0,3.0,9.0,400,157.0,28.2,989.9,19.7,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.0
15047,2014,11,17,22,56.0,9.0,48.0,1100,14.0,0.4,1014.0,-8.6,0.0,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.0
17300,2015,2,19,19,128.0,12.0,28.0,1000,65.0,2.0,1015.0,-0.8,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,97.0
16107,2015,1,1,2,43.0,21.0,24.0,800,32.0,-4.0,1022.0,-24.9,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0
30999,2016,9,12,14,17.0,2.0,4.0,500,100.0,26.9,1007.1,15.6,0.0,2.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0
23920,2015,11,22,15,37.0,4.0,15.0,500,42.0,-2.7,1026.2,-4.0,0.8,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0
32250,2016,11,3,17,472.0,12.0,163.0,2800,3.0,9.1,1005.4,4.1,0.0,1.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,318.0
23550,2015,11,7,5,9.0,2.0,2.0,300,36.0,0.6,1019.5,-0.3,0.3,3.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
9957,2014,4,19,20,85.0,6.0,70.0,700,52.0,9.2,1009.9,5.0,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76.0
32735,2016,11,23,22,9.0,2.0,2.0,200,54.0,-1.0,1024.6,-17.7,0.0,3.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
14801,2014,11,7,16,64.0,21.0,40.0,1100,35.0,8.5,1007.0,-6.1,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0
29608,2016,7,16,15,21.0,2.0,6.0,600,60.0,24.7,994.4,16.9,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0
13167,2014,8,31,14,43.0,3.0,5.0,900,148.0,24.9,1002.9,18.3,0.0,3.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
14242,2014,10,15,9,146.0,6.0,57.0,1100,6.0,15.6,1005.0,5.2,0.0,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.0
8609,2014,2,22,16,258.0,158.0,64.0,3200,58.0,5.2,1019.9,-2.6,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0
806,2013,4,3,13,278.0,52.0,30.0,1399,147.0,18.9,1002.7,-0.5,0.0,5.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126.0
8600,2014,2,22,7,239.0,75.0,69.0,2400,9.0,-0.1,1021.2,-4.4,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.0
3527,2013,7,25,22,113.0,13.0,5.0,800,103.0,26.9,994.5,18.7,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.0
25478,2016,1,26,13,42.0,4.0,8.0,300,46.0,-0.3,1018.7,-21.8,0.0,2.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
11967,2014,7,12,14,5.0,2.0,6.0,200,112.0,32.7,992.3,11.3,0.0,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0
9669,2014,4,7,20,230.0,21.0,74.0,900,120.0,16.6,1004.1,3.6,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144.0
2725,2013,6,22,12,71.0,3.0,31.0,600,30.0,21.6,1000.0,21.6,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.0
9584,2014,4,4,7,121.0,9.0,57.0,1100,12.0,8.0,1005.3,-4.5,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
26935,2016,3,27,6,22.0,2.0,51.0,500,2.0,3.2,1011.9,-8.5,0.0,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.0
27794,2016,5,2,1,59.0,7.0,11.0,1200,89.0,22.4,994.5,11.2,0.0,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.0
16064,2014,12,30,7,18.0,18.0,31.0,500,41.0,-2.9,1019.0,-16.3,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0
14979,2014,11,15,2,45.0,9.0,25.0,600,14.0,-0.5,1011.0,-7.3,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.0
21379,2015,8,8,18,50.0,2.0,6.0,600,175.0,28.7,1001.9,21.2,0.0,1.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0
12647,2014,8,9,22,105.0,5.0,21.0,800,174.0,19.7,996.6,17.8,1.7,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0
13375,2014,9,9,6,27.0,2.0,13.0,400,41.0,14.1,1002.1,11.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
22307,2015,9,16,10,141.0,8.0,30.0,1200,88.0,21.2,1010.5,14.6,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0
14539,2014,10,27,18,38.0,19.0,77.0,1200,10.0,7.6,1021.1,-3.3,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0
1414,2013,4,28,21,82.0,6.0,33.0,500,66.0,13.1,1003.6,-1.3,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.0
21193,2015,8,1,0,30.0,2.0,13.0,700,34.0,23.9,998.6,22.7,0.0,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0
348,2013,3,15,11,189.0,107.0,81.0,1600,18.0,8.6,1011.1,-3.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,171.0
30704,2016,8,31,7,23.0,2.0,26.0,500,18.0,17.3,990.7,14.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0
10718,2014,5,21,13,172.0,19.0,24.0,1500,206.0,29.8,995.7,13.1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107.0
22873,2015,10,10,0,13.0,2.0,5.0,200,29.0,10.0,1006.1,-5.2,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
26871,2016,3,24,14,5.0,2.0,3.0,200,80.0,14.0,1020.2,-16.1,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
4499,2013,9,4,10,53.0,4.0,47.0,900,37.0,22.2,1008.0,18.8,0.1,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.0
3773,2013,8,5,4,32.0,3.0,12.0,400,40.0,18.9,989.2,18.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.0
29071,2016,6,24,6,6.0,2.0,14.0,300,21.0,17.5,998.3,14.4,0.0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
1119,2013,4,16,14,48.0,8.0,5.0,300,120.0,20.1,997.1,-3.6,0.0,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
24989,2016,1,6,4,16.0,2.0,31.0,700,7.0,-11.4,1020.6,-16.0,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.0
4229,2013,8,24,4,24.0,1.0,30.0,500,12.0,19.1,1001.1,19.1,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
12928,2014,8,21,15,175.0,13.0,17.0,1100,250.0,33.6,995.6,20.0,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118.0
10129,2014,4,27,0,86.0,2.0,43.0,500,21.0,10.7,1012.7,8.6,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0
1292,2013,4,23,19,127.0,9.0,55.0,1100,23.0,10.8,1004.0,10.8,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162.0
16456,2015,1,15,15,336.0,43.0,96.0,2700,4.0,0.0,1014.0,-4.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,320.0
16791,2015,1,29,14,124.0,45.0,61.0,1700,42.0,3.0,1018.0,-14.7,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0
34439,2017,2,2,22,97.0,23.0,41.0,1900,32.0,-3.3,1017.4,-17.3,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89.0
11185,2014,6,10,0,13.0,2.0,18.0,400,58.0,17.3,999.4,15.8,0.1,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
29488,2016,7,11,15,82.0,7.0,11.0,700,205.0,35.5,989.0,21.4,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76.0
