No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Changping,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
14100,2014,10,9,11,401.0,5.0,109.0,2500,6.0,19.6,1011.2,12.8,0.0,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,401.0
12484,2014,8,3,3,152.0,2.0,37.0,1100,138.0,26.9,992.4,23.2,0.0,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,152.0
18829,2015,4,24,12,77.0,5.0,29.0,400,83.0,24.9,1011.6,-7.6,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,67.0
18886,2015,4,26,21,170.0,22.0,30.0,900,154.0,26.7,998.0,11.6,0.0,2.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.0
32765,2016,11,25,4,92.0,3.0,48.0,1200,2.0,-4.9,1016.6,-10.7,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79.0
5895,2013,11,1,14,192.0,17.0,116.0,1500,14.3514,11.9,1015.2,4.4,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.0
34443,2017,2,3,2,81.0,23.0,57.0,1800,14.0,-4.0,1016.8,-18.3,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78.0
17882,2015,3,16,1,308.0,37.0,105.0,1500,10.0,10.4,1004.0,-6.9,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0
10698,2014,5,20,17,74.0,9.0,16.0,400,147.0,31.3,993.1,6.4,0.0,2.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0
18120,2015,3,25,23,158.0,21.0,69.0,1400,46.0,11.1,1020.5,-0.1,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.0
9706,2014,4,9,9,232.0,34.0,76.0,1400,52.0,22.0,1000.8,6.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,211.0
26286,2016,2,29,5,13.0,6.0,24.0,300,44.0,-3.7,1025.6,-17.0,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
33311,2016,12,17,22,143.0,21.0,92.0,2600,2.0,-1.7,1015.3,-9.3,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,132.0
8557,2014,2,20,12,138.0,72.0,54.0,1800,33.0,0.7,1021.0,-6.6,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,151.0
13321,2014,9,7,0,220.0,9.0,34.0,1400,88.0,23.8,999.8,18.4,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0
14139,2014,10,11,2,308.0,8.0,96.0,3000,36.0,15.8,1011.8,14.2,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,308.0
33687,2017,1,2,14,24.0,14.0,40.0,800,44.0,9.3,1015.2,-12.6,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24.0
33305,2016,12,17,16,116.0,32.0,99.0,1900,5.0,5.6,1012.3,-9.8,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112.0
33626,2016,12,31,1,124.0,22.0,84.0,2900,2.0,-4.6,1018.4,-13.2,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,122.0
3415,2013,7,21,6,96.0,3.0,66.0,900,9.0,24.4,996.8,20.9,0.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61.0
28640,2016,6,6,7,57.0,3.0,39.0,700,52.0,19.5,1002.2,13.4,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50.0
11484,2014,6,22,11,58.0,2.0,25.0,700,121.0,26.3,999.9,16.2,0.0,0.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
2293,2013,6,4,12,211.0,40.0,49.0,2299,67.0,19.1,1004.2,17.9,1.8,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0
34457,2017,2,3,16,106.0,45.0,61.0,1700,48.0,5.8,1010.9,-17.4,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.0
15400,2014,12,2,15,45.0,18.0,24.0,400,46.0,1.7,1017.0,-25.7,0.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.0
32781,2016,11,25,20,160.0,12.0,91.0,2700,2.0,0.4,1014.8,-8.6,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134.0
30117,2016,8,6,20,132.0,2.0,32.0,1200,134.0,30.6,995.5,24.7,0.0,1.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
18545,2015,4,12,16,13.0,2.0,10.0,300,88.0,8.7,1018.1,-5.2,0.0,6.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0
17520,2015,2,28,23,253.0,4.0,20.0,700,55.0,4.2,1015.8,-18.8,0.0,4.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.0
3690,2013,8,1,17,12.0,3.0,22.0,600,112.0,27.1,994.0,20.7,0.0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0
32003,2016,10,24,10,92.0,5.0,54.0,1500,2.0,10.03333333,1010.0,4.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.0
23224,2015,10,24,15,45.0,6.0,41.0,800,55.0,18.6,1016.5,3.2,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43.0
9882,2014,4,16,17,109.0,12.0,77.0,700,62.0,19.5,1001.7,-3.4,0.0,1.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.0
8304,2014,2,9,23,17.0,26.0,17.0,600,56.0,-6.4,1028.4,-20.8,0.0,2.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0
3358,2013,7,18,21,107.0,9.0,28.0,1100,94.0,25.8,995.6,19.2,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0
14090,2014,10,9,1,323.0,4.0,87.0,2000,2.0,13.2,1009.8,11.3,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,323.0
30100,2016,8,6,3,79.0,2.0,18.0,900,47.0,26.6,998.6,23.9,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70.0
17112,2015,2,11,23,15.0,2.0,11.0,400,79.0,3.0,1008.0,-14.2,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
6806,2013,12,9,13,30.0,15.0,16.0,400,43.0,5.6,1013.4,-13.4,0.0,5.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.0
4325,2013,8,28,4,35.0,9.0,23.0,1600,24.0,21.3,991.9,20.5,6.5,3.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0
25619,2016,2,1,10,8.0,7.0,33.0,500,52.0,-1.0,1027.9,-20.1,0.0,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
14236,2014,10,15,3,62.0,2.0,34.0,500,35.0,8.3,1003.9,2.1,0.0,1.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.0
4522,2013,9,5,9,6.0,1.0,17.0,300,50.0,23.9,1005.8,14.3,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
31760,2016,10,14,7,160.0,2.0,44.0,1900,7.0,11.3,1011.7,10.5,0.0,0.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,160.0
21220,2015,8,2,3,42.0,2.0,4.0,1000,40.0,23.0,994.3,22.2,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42.0
2066,2013,5,26,1,118.0,13.0,36.0,500,39.0,21.5,999.9,17.3,0.0,3.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0
28746,2016,6,10,17,12.0,2.0,24.0,300,92.0,31.3,992.1,8.9,0.0,6.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0
21390,2015,8,9,5,40.0,2.0,30.0,400,41.0,22.3,1001.9,19.7,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0
19695,2015,5,30,14,58.0,4.0,16.0,500,150.0,29.4,997.0,6.7,0.0,3.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30.0
13422,2014,9,11,5,91.0,4.0,69.0,900,39.0,17.8,1006.0,13.5,0.0,1.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.0
1476,2013,5,1,11,82.0,16.0,39.0,500,76.0,21.7,1006.1,-5.2,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0
23897,2015,11,21,16,47.0,4.0,46.0,2100,2.0,0.8,1022.8,-0.5,0.2,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0
27440,2016,4,17,7,42.0,4.0,37.0,500,49.0,12.6,1002.4,-9.2,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0
17516,2015,2,28,19,188.0,4.0,71.0,1800,3.0,1.3,1014.2,-2.6,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0
8877,2014,3,5,20,31.0,31.0,27.0,500,57.0,4.1,1018.6,-22.9,0.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.0
32439,2016,11,11,14,29.0,5.0,27.0,500,39.0,11.2,1003.5,-9.2,0.0,1.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0
27885,2016,5,5,20,129.0,7.0,52.0,1100,92.0,20.9,996.2,9.2,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0
16938,2015,2,4,17,46.0,2.0,15.0,300,72.0,4.0,1021.0,-15.9,0.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0
25756,2016,2,7,3,34.0,11.0,36.0,600,34.0,-2.6,1014.3,-15.0,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0
24661,2015,12,23,12,308.0,33.0,113.0,5800,6.0,6.0,1017.7,-8.3,0.0,2.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,271.0
28744,2016,6,10,15,92.0,2.0,30.0,800,184.0,29.9,991.8,20.5,0.1,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.0
4363,2013,8,29,18,23.0,8.0,22.0,400,43.0,22.9,997.0,10.3,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0
31428,2016,9,30,11,159.0,6.0,127.0,1100,9.0,20.0,1007.1,9.0,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,105.0
14449,2014,10,24,0,169.0,2.0,39.0,1500,21.0,9.4,1003.4,7.0,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169.0
15900,2014,12,23,11,424.0,152.0,136.0,8800,6.0,5.2,1028.0,-11.9,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300.0
33102,2016,12,9,5,16.0,9.0,27.0,500,23.0,-2.4,1018.7,-11.9,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0
33047,2016,12,6,22,101.0,20.0,78.0,2100,2.0,-0.8,1011.7,-11.3,0.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.0
16299,2015,1,9,2,78.0,35.0,79.0,1700,11.0,-2.0,1022.0,-14.8,0.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78.0
8829,2014,3,3,20,295.0,132.0,96.0,4600,3.0,1.8,1013.0,-3.9,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,259.0
20479,2015,7,2,6,26.0,12.0,32.0,500,28.0,20.3,994.1,10.7,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
16795,2015,1,29,18,33.0,2.0,13.0,300,70.0,1.0,1018.0,-18.9,0.0,2.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
11753,2014,7,3,16,198.0,2.0,24.0,1200,229.0,27.7,991.8,22.9,0.1,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0
16515,2015,1,18,2,112.4,53.0,84.2,2600,7.3,-1.0,1014.0,-13.6,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112.4
20773,2015,7,14,12,32.0,2.0,6.0,200,174.0,32.4,995.3,17.8,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27.0
35039,2017,2,27,22,21.0,8.0,29.0,600,59.0,11.2,1010.6,-11.0,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.0
14470,2014,10,24,21,265.0,2.0,50.0,1900,60.0,11.7,1002.9,9.1,0.0,1.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,265.0
10438,2014,5,9,21,109.0,24.0,32.0,1000,103.0,17.3,1006.5,3.6,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.0
3450,2013,7,22,17,118.0,12.0,25.0,2000,118.0,28.6,993.3,20.1,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0
34488,2017,2,4,23,21.0,10.0,26.0,900,59.0,2.9,1010.9,-10.7,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
25094,2016,1,10,13,57.0,21.0,66.0,1200,26.0,1.5,1020.6,-15.1,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.0
10771,2014,5,23,18,83.0,9.0,25.0,500,178.0,30.3,999.9,11.3,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47.0
34535,2017,2,6,22,47.0,22.0,65.0,900,14.0,-0.5,1023.4,-16.4,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42.0
17748,2015,3,10,11,15.0,9.0,14.0,300,71.0,5.3,1022.0,-24.0,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
6481,2013,11,26,0,39.0,23.0,34.0,1000,15.0,-1.8,1007.9,-13.6,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
34280,2017,1,27,7,13.0,9.0,23.0,600,48.0,-3.066666667,1023.0,-14.4,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0
26580,2016,3,12,11,142.0,30.0,77.0,1600,22.0,4.1,1009.4,-10.4,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0
6396,2013,11,22,11,278.0,72.0,128.0,4800,7.9254,10.6,1015.2,-5.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,226.0
29466,2016,7,10,17,86.0,6.0,11.0,800,216.0,35.2,990.9,21.1,0.0,3.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.0
20787,2015,7,15,2,30.0,2.0,35.0,300,86.0,25.1,996.3,15.1,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.0
21272,2015,8,4,7,22.0,11.0,24.0,300,51.0,23.4,992.9,14.4,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.0
917,2013,4,8,4,97.0,8.0,36.0,300,76.0,7.1,1001.5,-18.7,0.0,6.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.0
32059,2016,10,26,18,141.0,2.0,35.0,600,21.0,13.06666667,1016.0,4.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32.0
17373,2015,2,22,20,108.0,10.0,19.0,500,49.0,2.0,1011.0,-17.5,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0
27094,2016,4,2,21,38.0,2.0,13.0,400,77.0,13.7,1014.1,-15.3,0.0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0
33661,2017,1,1,12,675.0,20.0,203.0,9500,5.0,-1.7,1015.7,-6.6,0.0,1.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,662.0
19073,2015,5,4,16,59.0,2.0,14.0,300,106.0,23.5,1001.2,-3.8,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.0
27575,2016,4,22,22,33.0,2.0,20.0,500,63.0,18.0,1002.9,-14.1,0.0,1.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.0
32673,2016,11,21,8,6.0,2.0,14.0,300,51.0,-1.8,1021.9,-8.1,0.0,4.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
275,2013,3,12,10,102.0,16.0,74.0,1700,42.0,3.6,1003.6,2.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,129.0
35040,2017,2,27,23,9.0,2.0,18.0,400,69.0,9.8,1010.9,-11.5,0.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0
29062,2016,6,23,21,89.0,2.0,33.0,1600,139.0,27.1,994.5,17.3,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58.0
8962,2014,3,9,9,187.0,73.0,67.0,2300,21.0,4.9,1018.7,-7.6,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,143.0
32389,2016,11,9,12,172.0,26.0,80.0,3300,3.0,5.4,1020.2,-0.7,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0
8614,2014,2,22,21,306.0,133.0,111.0,4200,4.0,4.4,1021.9,-2.0,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.0
6148,2013,11,12,3,186.0,22.0,86.0,4400,4.9266,1.9,1016.2,-5.3,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143.0
31122,2016,9,17,17,52.0,2.0,29.0,700,44.0,22.0,1009.0,15.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26.0
13388,2014,9,9,19,91.0,5.0,34.0,700,175.0,26.1,1001.3,11.8,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49.0
10269,2014,5,2,20,23.0,3.0,37.0,300,76.0,17.0,1008.9,0.2,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0
6882,2013,12,12,17,17.0,44.0,17.0,400,43.0,-2.6,1014.7,-25.0,0.0,2.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
7171,2013,12,24,18,211.0,110.0,104.0,2700,8.0,-2.2,1022.5,-8.7,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,197.0
23518,2015,11,5,21,25.0,2.0,25.0,400,16.0,4.4,1023.8,2.9,0.3,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0
26143,2016,2,23,6,8.0,5.0,24.0,400,53.0,-3.9,1028.7,-16.5,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
30633,2016,8,28,8,24.0,8.0,29.0,400,41.0,24.6,1005.4,7.3,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
4433,2013,9,1,16,52.0,11.0,9.0,500,175.0,27.7,1002.8,16.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0
5561,2013,10,18,16,220.0,63.0,108.0,1800,39.0,15.3,1014.2,7.1,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,200.0
20661,2015,7,9,20,62.0,5.0,25.0,500,184.0,30.5,1002.1,14.6,0.0,2.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0
25222,2016,1,15,21,169.0,40.0,109.0,2500,4.0,-1.7,1009.3,-15.2,0.0,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110.0
28088,2016,5,14,7,24.0,2.0,21.0,300,64.0,12.6,1008.8,9.8,0.7,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0
26332,2016,3,2,3,130.0,16.0,66.0,1500,2.0,-0.6,1008.8,-9.3,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,121.0
10105,2014,4,26,0,89.0,2.0,27.0,400,63.0,13.4,1010.4,7.4,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73.0
26086,2016,2,20,21,45.0,11.0,17.0,900,49.0,-1.9,1017.7,-18.0,0.0,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28.0
24173,2015,12,3,4,24.0,5.0,24.0,500,22.0,-2.1,1011.5,-14.5,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0
17266,2015,2,18,9,24.0,39.0,22.0,600,52.0,4.0,1023.0,-13.8,0.0,2.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.0
10409,2014,5,8,16,85.0,13.0,15.0,700,163.0,21.7,1002.1,5.6,0.0,3.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52.0
12045,2014,7,15,20,97.0,8.0,31.0,700,194.0,22.4,995.2,19.2,5.1,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54.0
2145,2013,5,29,8,36.0,23.0,23.0,200,40.0,23.5,1002.5,2.9,0.0,3.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
34655,2017,2,11,22,122.0,33.0,35.0,1100,33.0,-0.7,1018.6,-16.2,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122.0
21420,2015,8,10,11,34.0,2.0,16.0,400,126.0,32.5,1001.9,18.7,0.0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.0
33111,2016,12,9,14,15.0,7.0,21.0,300,46.0,4.3,1018.1,-13.6,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.0
15701,2014,12,15,4,161.0,53.0,100.0,2600,8.0,-3.7,1024.0,-15.4,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138.0
1485,2013,5,1,20,109.0,13.0,28.0,500,120.0,18.4,1003.6,1.4,0.0,1.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0
8932,2014,3,8,3,99.0,40.0,69.0,1900,8.0,0.1,1015.9,-14.3,0.0,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0
2005,2013,5,23,12,102.0,22.0,46.0,600,80.0,27.1,1000.8,4.2,0.0,2.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48.0
29631,2016,7,17,14,65.0,4.0,18.0,1000,184.0,29.8,997.7,18.9,0.0,2.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65.0
4625,2013,9,9,16,53.0,7.0,17.0,800,149.0,24.9,1001.5,16.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,102.0
8579,2014,2,21,10,330.0,92.0,91.0,3100,8.0,1.4,1019.7,-5.3,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,313.0
18048,2015,3,22,23,78.0,5.0,27.0,600,54.0,5.2,1020.3,-17.3,0.0,1.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.0
4203,2013,8,23,2,68.0,3.0,32.0,900,16.0,23.6,1000.8,20.9,0.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0
8242,2014,2,7,9,89.0,31.0,49.0,2100,15.0,-4.2,1019.4,-6.3,0.4,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
32602,2016,11,18,9,205.0,18.0,86.0,3800,2.0,6.0,1007.0,0.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,156.0
33566,2016,12,28,13,59.0,7.0,22.0,400,40.0,-0.6,1023.6,-18.2,0.0,5.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0
33092,2016,12,8,19,33.0,6.0,27.0,500,48.0,3.8,1012.4,-15.0,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
19248,2015,5,11,23,9.0,2.0,29.0,400,67.0,14.4,991.9,2.0,0.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.0
30477,2016,8,21,20,73.0,2.0,34.0,1000,146.0,30.3,1001.1,21.7,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39.0
25687,2016,2,4,6,17.0,8.0,29.0,600,55.0,-2.0,1022.9,-18.6,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
11547,2014,6,25,2,122.0,13.0,58.0,1100,82.0,24.6,993.8,16.3,0.0,0.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0
21595,2015,8,17,18,455.0,6.0,19.0,700,195.0,32.0,996.0,18.2,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0
22166,2015,9,10,13,10.0,2.0,22.0,500,35.0,16.0,1014.2,13.5,0.4,2.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.0
20322,2015,6,25,17,158.0,2.0,37.0,1000,155.0,25.5,990.5,18.4,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,158.0
30591,2016,8,26,14,23.0,2.0,15.0,900,76.0,29.2,1006.7,7.7,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
3023,2013,7,4,22,10.0,3.0,15.0,400,88.0,25.3,988.5,17.0,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
24934,2016,1,3,21,226.0,4.0,95.0,3300,4.0,-2.9,1016.2,-5.5,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,201.0
7581,2014,1,10,20,225.0,104.0,104.0,3300,7.0,-2.2,1021.8,-22.2,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0
