No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Dingling,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
17740,2015,3,10,3,7.0,3.0,6.0,400,69.0,-2.9,1027.1,-28.4,0.0,1.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0
10774,2014,5,23,21,88.0,6.0,20.0,300,146.0,28.6,1000.3,12.1,0.0,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0
23256,2015,10,25,23,39.0,3.0,53.0,1300,6.0,8.0,1015.0,6.1,0.9,1.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.0
23898,2015,11,21,17,51.0,13.0,45.0,2200,2.0,0.8,1023.4,-0.2,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.0
2255,2013,6,2,22,185.0,31.0,26.0,1700,104.0,22.3,995.2,17.0,0.0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0
11908,2014,7,10,3,35.0,7.0,21.0,400,26.0,23.6,992.8,12.9,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0
9719,2014,4,9,22,298.0,21.0,29.0,700,124.0,19.7,1009.9,-1.5,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0
25109,2016,1,11,4,19.0,5.0,11.0,300,60.0,-7.3,1028.2,-20.9,0.0,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.0
28701,2016,6,8,20,101.0,2.0,33.0,1000,151.0,27.0,997.4,17.8,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
1257,2013,4,22,8,159.0,12.0,51.0,1000,19.0,11.5,1007.0,4.2,0.0,1.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159.0
17108,2015,2,11,19,16.0,2.0,2.0,200,99.0,6.0,1009.0,-18.8,0.0,3.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
12868,2014,8,19,3,103.0,2.0,20.0,700,79.0,21.5,1002.9,17.7,0.0,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.0
10458,2014,5,10,17,37.0,24.0,21.0,700,130.0,19.8,1005.4,4.7,0.0,1.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,49.0
24993,2016,1,6,8,28.0,19.0,26.0,300,34.0,-4.6,1022.1,-16.5,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0
33997,2017,1,15,12,80.0,26.0,51.0,1000,22.0,-3.1,1024.0,-7.4,0.0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60.0
11255,2014,6,12,22,9.0,2.0,3.0,100,134.0,25.2,998.2,13.4,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0
2096,2013,5,27,7,30.0,3.0,4.0,500,57.0,17.1,1000.8,14.9,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
11253,2014,6,12,20,25.0,2.0,5.0,100,131.0,27.8,996.7,12.6,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0
20095,2015,6,16,6,132.0,9.0,25.0,800,88.0,21.5,996.2,14.9,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.0
176,2013,3,8,7,129.0,9.0,10.0,300,75.0,14.9,996.7,-5.5,0.0,1.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.0
9378,2014,3,26,17,328.0,38.0,79.0,1700,196.0,21.8,999.2,8.3,0.0,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.0
30464,2016,8,21,7,40.0,2.0,6.0,700,62.0,23.9,1001.2,20.4,0.0,0.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.0
26128,2016,2,22,15,29.0,2.0,7.0,200,95.0,7.6,1017.6,-18.3,0.0,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0
21598,2015,8,17,21,373.0,5.0,18.0,700,103.0,28.9,998.2,17.4,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0
21819,2015,8,27,2,5.0,5.0,4.0,400,57.0,21.9,1001.1,15.7,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0
14927,2014,11,12,22,20.0,2.0,2.0,200,69.0,3.0,1021.0,-16.7,0.0,1.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
4616,2013,9,9,7,32.0,1.0,21.0,600,14.0,18.9,1005.2,17.0,0.0,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0
7610,2014,1,12,1,35.0,6.0,5.0,300,66.0,-2.3,1025.6,-20.2,0.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0
30198,2016,8,10,5,53.0,2.0,9.0,800,26.0,25.1,998.1,23.0,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,53.0
13050,2014,8,26,17,28.0,2.0,8.0,200,125.0,33.8,1002.3,3.5,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
32506,2016,11,14,9,59.0,3.0,12.0,200,59.0,9.9,1013.7,-14.1,0.0,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
1735,2013,5,12,6,45.0,3.0,12.0,100,52.0,18.6,991.3,-4.8,0.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
24038,2015,11,27,13,110.0,33.0,55.0,1900,15.0,-1.8,1014.5,-10.4,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.0
2174,2013,5,30,13,82.0,10.0,41.0,400,115.0,35.1,995.1,3.6,0.0,2.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.0
4238,2013,8,24,13,86.0,6.0,9.0,300,123.0,34.3,999.7,11.4,0.0,2.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.0
14260,2014,10,16,3,11.0,2.0,9.0,200,32.0,6.9,1013.2,-3.7,0.0,2.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
30273,2016,8,13,8,25.0,2.0,10.0,500,21.0,25.5,997.7,22.4,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0
4694,2013,9,12,13,145.0,22.0,64.0,1800,102.0,24.4,1002.0,18.3,0.0,1.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0
11885,2014,7,9,4,8.0,4.0,17.0,300,44.0,25.6,996.6,11.0,0.0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11.0
26062,2016,2,19,21,14.0,2.0,2.0,200,81.0,-0.2,1024.6,-19.4,0.0,2.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
2266,2013,6,3,9,160.0,20.0,25.0,1500,108.0,28.1,997.0,15.4,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149.0
29853,2016,7,26,20,40.0,2.0,8.0,500,75.0,29.5,993.8,21.2,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28.0
19392,2015,5,17,23,59.0,4.0,8.0,600,104.0,21.8,989.1,13.7,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.0
12304,2014,7,26,15,153.0,5.0,29.0,1200,400.0,35.1,998.1,16.9,0.0,3.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94.0
32412,2016,11,10,11,228.0,2.0,83.0,2300,2.0,7.2,1004.4,2.5,0.0,1.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,216.0
25672,2016,2,3,15,25.0,9.0,6.0,400,89.0,7.4,1016.4,-20.2,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0
20612,2015,7,7,19,96.0,6.0,21.0,400,245.0,30.8,997.9,16.0,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62.0
24372,2015,12,11,11,42.0,23.0,44.0,1100,25.0,3.5,1021.7,-8.5,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.0
1436,2013,4,29,19,69.0,3.0,2.0,200,103.0,23.6,1001.4,-7.5,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.0
30844,2016,9,6,3,11.0,2.0,5.0,100,42.0,19.7,1001.0,14.1,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
29851,2016,7,26,18,48.0,2.0,11.0,600,166.0,33.7,993.5,18.2,0.0,2.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.0
19623,2015,5,27,14,105.0,8.0,18.0,800,254.0,30.4,995.0,13.2,0.0,2.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.0
8979,2014,3,10,2,84.0,16.0,65.0,1000,2.0,-0.1,1018.3,-5.1,0.0,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0
11396,2014,6,18,19,70.0,4.0,23.0,400,223.0,26.9,992.5,16.5,0.0,1.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54.0
21141,2015,7,29,20,59.0,2.0,10.0,600,86.0,29.4,992.5,23.1,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49.0
12174,2014,7,21,5,5.0,2.0,8.0,600,83.0,24.5,993.5,21.8,2.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59.0
16794,2015,1,29,17,6.0,2.0,2.0,200,81.0,2.0,1018.0,-18.7,0.0,3.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0
31962,2016,10,22,17,32.0,2.0,6.0,400,34.0,13.1,1014.3,4.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13.0
14539,2014,10,27,18,65.0,12.0,48.0,700,34.0,11.6,1020.4,-5.9,0.0,2.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0
18453,2015,4,8,20,127.0,6.0,32.0,800,84.0,10.7,1012.0,1.8,0.0,1.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0
32262,2016,11,4,5,164.0,2.0,82.0,1600,2.0,2.2,1002.6,0.6,0.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,149.0
32134,2016,10,29,21,53.0,3.0,22.0,500,24.0,4.9,1017.9,-1.8,0.0,1.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0
27244,2016,4,9,3,187.0,4.0,27.0,500,28.0,10.1,999.6,-4.7,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.0
3473,2013,7,23,16,61.0,3.0,12.0,300,201.0,31.5,987.8,19.5,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38.0
20029,2015,6,13,12,7.0,2.0,5.0,200,101.0,26.8,996.1,13.2,0.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0
17894,2015,3,16,13,293.0,33.0,47.0,1600,65.0,13.3,1001.9,4.2,0.0,2.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,216.0
33106,2016,12,9,9,21.0,13.0,14.0,500,49.0,0.1,1020.3,-12.6,0.0,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.0
26502,2016,3,9,5,12.0,2.0,2.0,200,70.0,-2.8,1026.0,-21.6,0.0,2.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0
29015,2016,6,21,22,17.0,2.0,10.0,100,90.0,23.0,993.7,19.0,0.0,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0
30817,2016,9,5,0,44.0,2.0,12.0,600,83.0,20.6,1002.6,17.0,0.0,0.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.0
3762,2013,8,4,17,108.0,5.0,21.0,800,292.0,31.2,987.4,22.0,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.0
33863,2017,1,9,22,100.0,21.0,57.0,2400,11.0,-1.875,1014.0,-11.6,0.0,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100.0
23943,2015,11,23,14,21.0,12.0,8.0,500,73.0,-0.3,1028.4,-9.5,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0
1874,2013,5,18,1,176.0,16.0,28.0,1300,98.0,19.5,1000.0,13.7,0.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0
