No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Shunyi,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
21583,2015,8,17,6,114.0,2.0,51.0,1000,24.0,24.0,1002.0,19.9,0.0,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0
5222,2013,10,4,13,173.0,45.0,29.0,2100,77.0,20.9,1009.4,12.8,0.0,2.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,137.0
34220,2017,1,24,19,140.0,44.0,121.0,2700,5.0,-1.233333333,1032.0,-13.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.0
28611,2016,6,5,2,60.0,6.0,33.0,600,92.0,21.1,1006.5,13.3,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0
21306,2015,8,5,17,74.0,2.0,18.0,2000,205.0,31.6,997.6,20.2,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56.0
1604,2013,5,6,19,89.0,12.0,64.0,1000,228.0,25.6,1009.9,10.2,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70.0
13561,2014,9,17,0,160.0,6.0,85.0,1100,2.0,15.8,1015.9,13.8,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78.0
16134,2015,1,2,5,29.0,6.0,16.0,400,41.0,-4.0,1027.0,-19.9,0.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0
8598,2014,2,22,5,242.0,84.0,56.0,2000,14.0,1.2,1026.1,-3.9,0.0,1.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,242.0
22724,2015,10,3,19,104.0,2.0,65.0,1000,59.0,18.4,1017.2,12.6,0.0,0.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.0
8283,2014,2,9,2,6.0,7.0,4.0,400,63.0,-8.5,1033.9,-21.6,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0
21835,2015,8,27,18,20.0,2.0,21.0,300,76.0,27.8,1003.8,17.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
18054,2015,3,23,5,121.0,2.0,60.0,1100,2.0,-0.2,1026.7,-6.4,0.0,0.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56.0
8899,2014,3,6,18,29.0,6.0,33.0,300,61.0,3.5,1024.3,-20.8,0.0,2.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.0
16808,2015,1,30,7,10.0,15.0,37.0,500,33.0,-9.0,1035.0,-21.4,0.0,1.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
30335,2016,8,15,22,51.0,2.0,87.0,700,2.0,22.5,1004.3,17.8,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.0
26199,2016,2,25,14,52.0,15.0,53.0,900,40.0,6.0,1026.2,-17.3,0.0,3.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.0
19028,2015,5,2,19,107.0,4.0,31.0,800,134.0,22.2,1004.9,12.7,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69.0
14830,2014,11,8,21,147.0,2.0,115.0,2000,2.0,2.7,1013.0,0.6,0.0,0.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87.0
30162,2016,8,8,17,33.0,3.0,19.0,400,165.0,31.8,1004.4,18.4,0.0,2.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.0
21227,2015,8,2,10,50.0,2.0,25.0,1800,45.0,24.8,1000.2,22.3,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50.0
7412,2014,1,3,19,71.0,21.0,76.0,1400,4.0,-0.7,1021.2,-10.9,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.0
5591,2013,10,19,22,14.0,1.0,47.0,300,21.0,11.2,1023.2,0.0,0.0,1.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
21359,2015,8,7,22,34.0,9.0,26.0,700,86.0,20.5,1011.5,19.2,0.8,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34.0
29435,2016,7,9,10,77.0,2.0,20.0,700,65.0,29.6,1003.0,23.1,0.0,1.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76.0
11433,2014,6,20,8,15.0,2.0,19.0,600,87.0,20.3,1005.1,17.5,0.1,2.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.0
27693,2016,4,27,20,123.0,4.0,88.0,1100,37.0,15.2,1009.6,10.8,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123.0
5960,2013,11,4,7,10.0,12.0,35.0,400,17.5644,6.5,1026.9,0.0,0.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.0
26204,2016,2,25,19,63.0,14.0,64.0,800,25.0,4.1,1027.0,-15.8,0.0,1.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48.0
13757,2014,9,25,4,75.0,2.0,36.0,1200,2.0,15.4,1013.7,14.4,0.0,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70.0
25609,2016,2,1,0,20.0,7.0,21.0,500,61.0,-3.5,1034.3,-19.4,0.0,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0
14093,2014,10,9,4,282.0,2.0,54.0,1200,2.0,12.5,1015.4,11.4,0.0,1.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,282.0
17090,2015,2,11,1,43.0,22.0,26.0,400,54.0,4.0,1010.0,-15.3,0.0,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39.0
4668,2013,9,11,11,139.0,15.0,10.0,1900,77.0,25.2,1011.9,16.6,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83.0
28459,2016,5,29,18,27.0,2.0,36.0,100,160.0,29.7,1000.6,-0.7,0.0,3.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.0
2377,2013,6,8,0,110.0,3.0,51.0,2100,2.0,20.3,1005.4,19.1,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107.0
33088,2016,12,8,15,21.0,2.0,7.0,200,77.0,7.7,1014.1,-13.9,0.0,6.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
8108,2014,2,1,19,101.0,30.0,49.0,2400,1.0,2.8,1009.9,0.7,0.0,2.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124.0
4612,2013,9,9,3,61.0,1.0,29.0,1100,7.0,19.3,1010.4,17.8,0.0,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79.0
20221,2015,6,21,12,58.0,4.0,31.0,700,187.0,29.7,1004.8,14.7,0.0,2.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58.0
24973,2016,1,5,12,9.0,2.0,14.0,500,57.0,-0.7,1026.9,-20.9,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0
16981,2015,2,6,12,50.0,27.0,55.0,900,46.0,7.0,1017.0,-13.9,0.0,1.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.0
33640,2016,12,31,15,126.0,32.0,88.0,1900,21.0,3.2,1022.2,-11.6,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118.0
25604,2016,1,31,19,52.0,15.0,57.0,700,30.0,-0.8,1032.6,-20.5,0.0,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38.0
18588,2015,4,14,11,47.0,7.0,28.0,500,76.0,20.2,1005.7,-1.0,0.0,1.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0
5256,2013,10,5,23,242.0,1.0,42.0,2000,20.0,14.9,1020.2,13.9,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231.0
33288,2016,12,16,23,247.0,40.0,104.0,4100,9.0,-1.4,1019.1,-9.1,0.0,2.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217.0
13685,2014,9,22,4,73.0,9.0,38.0,1700,32.0,17.8,1015.3,14.3,0.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0
32642,2016,11,20,1,92.0,11.0,41.0,900,16.0,6.2,1022.2,2.6,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0
154,2013,3,7,9,140.0,98.0,65.0,2100,26.0,8.4,1009.0,-2.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126.0
2370,2013,6,7,17,118.0,3.0,44.0,2000,13.0,21.4,1005.0,19.1,0.0,1.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98.0
14238,2014,10,15,5,95.0,2.0,61.0,500,2.0,7.5,1010.0,4.6,0.0,1.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74.0
4120,2013,8,19,15,7.0,1.0,7.1855,400,127.0,34.2,1005.0,11.4,0.0,1.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0
22020,2015,9,4,11,64.0,3.0,23.0,2500,38.0,23.8,1009.6,18.7,0.0,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0
32962,2016,12,3,9,54.0,13.0,52.0,1800,3.0,-0.2,1020.3,-5.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54.0
25181,2016,1,14,4,72.0,7.0,54.0,1300,2.0,-8.1,1018.6,-16.7,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72.0
9987,2014,4,21,2,56.0,6.0,56.0,500,24.0,11.5,1013.1,1.7,0.0,1.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54.0
23354,2015,10,30,1,15.0,2.0,15.0,1200,21.0,4.8,1027.8,-7.4,0.0,0.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0
4934,2013,9,22,13,146.0,15.0,33.0,2000,17.0,21.9,1011.2,17.1,0.0,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0
16319,2015,1,9,22,84.0,36.0,73.0,1600,17.0,-4.0,1022.0,-13.2,0.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84.0
21137,2015,7,29,16,127.0,2.0,26.0,1200,192.0,31.4,996.7,24.0,0.0,1.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,127.0
12307,2014,7,26,18,112.0,23.0,24.0,1100,256.0,32.8,1004.0,15.8,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89.0
13843,2014,9,28,18,91.0,14.0,45.0,2000,48.0,19.2,1011.2,15.1,0.0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39.0
8091,2014,2,1,2,206.0,56.0,59.0,2800,1.0,1.6,1014.9,-3.7,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,192.0
11661,2014,6,29,20,63.0,15.0,32.0,1300,223.0,29.3,1002.0,15.4,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47.0
27428,2016,4,16,19,24.0,2.0,16.0,200,66.0,16.3,1005.6,-4.3,0.0,4.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0
19967,2015,6,10,22,168.0,2.0,44.0,2400,45.0,21.9,994.4,18.3,0.0,2.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0
2714,2013,6,22,1,52.0,4.0,36.0,500,63.0,23.6,1005.0,17.6,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35.0
20372,2015,6,27,19,141.0,2.0,26.0,900,166.0,28.2,1001.6,21.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141.0
30008,2016,8,2,7,38.0,2.0,32.0,800,31.0,26.0,1006.9,22.3,0.0,1.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38.0
566,2013,3,24,13,6.0,3.0,9.0,300,80.0,8.0,1017.5,-13.6,0.0,2.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
6262,2013,11,16,21,6.0,1.0,16.0,200,44.1252,3.5,1021.3,-10.9,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.0
29876,2016,7,27,19,149.0,2.0,28.0,900,204.0,32.1,996.3,25.9,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.0
7172,2013,12,24,19,213.0,92.0,114.0,3600,5.0,-2.0,1028.3,-7.5,0.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193.0
16978,2015,2,6,9,52.0,38.0,82.0,1900,10.0,-1.0,1020.0,-13.6,0.0,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.0
15510,2014,12,7,5,150.0,46.0,55.0,2600,9.0,-1.2,1024.0,-12.8,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107.0
24096,2015,11,29,23,223.0,19.0,78.0,3400,5.0,-0.9,1024.0,-4.1,0.0,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223.0
