No,year,month,day,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station_Tiantan,wd_E,wd_ENE,wd_ESE,wd_N,wd_NE,wd_NNE,wd_NNW,wd_NW,wd_S,wd_SE,wd_SSE,wd_SSW,wd_SW,wd_W,wd_WNW,wd_WSW,Label
1653,2013,5,8,20,130.0,38.0,47.0,1000,5.0,20.9,1009.6,10.7,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,117.0
5814,2013,10,29,5,16.0,20.0,54.0,500,14.0,10.3,1023.2,-1.8,0.0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0
15399,2014,12,2,14,88.0,39.0,47.0,1000,33.0,0.0,1022.0,-20.9,0.0,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52.0
26641,2016,3,15,0,165.0,67.0,75.0,1300,30.0,11.8,1015.3,-11.8,0.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.0
26709,2016,3,17,20,274.0,13.0,66.0,2100,69.0,11.4,1005.5,2.7,0.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.0
33757,2017,1,5,12,242.0,16.0,132.0,6600,2.0,2.8,1027.6,-1.6,0.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,242.0
33479,2016,12,24,22,143.0,6.0,90.0,2100,2.0,-2.7,1027.0,-7.4,0.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,115.0
31790,2016,10,15,13,179.0,3.0,121.0,1800,2.0,16.1,1018.0,12.1,0.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.0
9841,2014,4,15,0,36.0,22.0,39.0,600,78.0,19.8,1011.7,7.5,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58.0
34048,2017,1,17,15,140.0,28.0,69.0,1800,24.0,1.833333333,1025.0,-6.7,0.0,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140.0
24567,2015,12,19,14,175.0,47.0,126.0,3100,8.0,1.9,1029.4,-4.8,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0
15197,2014,11,24,4,158.0,3.0,62.0,3200,5.0,-1.0,1021.0,-1.3,0.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0
781,2013,4,2,12,179.0,65.0,48.0,1899,100.0,15.7,1012.6,-2.3,0.0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160.0
5899,2013,11,1,18,139.0,7.0,99.0,1600,8.3538,10.6,1020.7,4.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,181.0
24373,2015,12,11,12,10.0,6.0,39.0,500,45.0,3.9,1025.7,-10.6,0.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0
31902,2016,10,20,5,220.0,5.0,49.0,2200,28.0,16.6,1016.6,12.3,0.0,4.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,220.0
538,2013,3,23,9,55.0,44.0,52.0,1399,24.0,2.9,1007.5,-6.0,0.0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53.0
434,2013,3,19,1,12.0,16.0,33.0,800,34.0,1.1,1008.1,-5.4,0.0,2.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0
31053,2016,9,14,20,98.0,2.0,39.0,800,87.0,27.075,1011.25,18.5,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77.0
14552,2014,10,28,7,83.0,2.0,38.0,1000,2.0,5.6,1025.0,1.1,0.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0
13328,2014,9,7,7,158.0,6.0,45.0,1200,10.0,22.6,1004.8,20.5,0.0,0.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0
11784,2014,7,4,23,134.0,2.0,44.0,1300,46.0,24.8,1003.2,22.5,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,134.0
3605,2013,7,29,4,107.0,3.0,91.0,800,2.0,26.6,996.0,24.4,0.0,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0
28361,2016,5,25,16,15.0,2.0,12.0,200,154.0,27.3,1001.2,4.3,0.0,2.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0
24403,2015,12,12,18,225.0,4.0,108.0,3200,2.0,1.4,1021.0,-3.5,0.0,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.0
30465,2016,8,21,8,89.0,3.0,83.0,1000,9.0,27.0,1005.9,22.2,0.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0
2717,2013,6,22,4,64.0,3.0,29.0,400,46.0,22.5,1004.6,17.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0
15800,2014,12,19,7,101.0,29.0,79.0,2300,12.0,0.0,1016.0,-15.2,0.0,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,97.0
18114,2015,3,25,17,122.0,27.0,26.0,900,156.0,17.5,1024.0,-0.8,0.0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,93.0
15580,2014,12,10,3,349.0,12.0,107.0,5100,9.0,-2.0,1023.0,-7.9,0.0,1.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.0
27520,2016,4,20,15,41.0,2.0,16.0,400,129.0,26.2,1005.0,-0.8,0.0,1.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0
9166,2014,3,17,21,126.0,7.0,53.0,600,35.0,16.0,1013.6,-7.0,0.0,3.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0
25210,2016,1,15,9,152.0,21.0,92.0,3600,3.0,-4.6,1015.1,-14.5,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0
30278,2016,8,13,13,35.0,3.0,67.0,1000,29.0,30.0,1001.4,22.4,0.0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.0
30283,2016,8,13,18,38.0,5.0,60.0,600,29.0,30.2,1001.0,17.3,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0
35048,2017,2,28,7,30.0,11.0,48.0,600,44.0,8.4,1016.2,-12.1,0.0,2.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0
21226,2015,8,2,9,38.0,3.0,58.0,1200,4.0,23.4,999.7,23.1,0.1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0
6593,2013,11,30,16,37.0,13.0,36.0,600,47.0,9.0,1020.0,-13.4,0.0,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.0
22589,2015,9,28,4,41.0,2.0,30.0,500,37.0,17.7,1014.7,15.0,0.2,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20.0
31991,2016,10,23,22,54.0,5.0,60.0,1000,13.0,11.6,1018.0,2.9,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41.0
31985,2016,10,23,16,85.0,6.0,48.0,700,38.0,15.56666667,1017.0,-0.8,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.0
25158,2016,1,13,5,14.0,8.0,42.0,700,35.0,-5.4,1021.6,-24.3,0.0,1.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
9956,2014,4,19,19,73.0,6.0,42.0,600,82.0,12.0,1014.2,3.5,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.0
958,2013,4,9,21,28.0,3.0,34.0,400,68.0,7.5,1019.0,-12.9,0.0,2.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0
11300,2014,6,14,19,143.0,6.0,25.0,800,258.0,29.1,1000.5,18.2,0.0,1.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.0
7171,2013,12,24,18,312.0,148.0,179.0,5700,1.0,-3.4,1027.7,-9.0,0.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.0
15946,2014,12,25,9,36.0,32.0,63.0,900,19.0,1.0,1029.0,-13.9,0.0,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0
